year,state,district,candidate,party,candidatevotes,totalvotes
1978,ALABAMA,1,JACK EDWARDS,REPUBLICAN,71711,112161
1978,ALABAMA,1,L W NOONAN,DEMOCRAT,40450,112161
1978,ALABAMA,2,WENDELL MITCHELL,DEMOCRAT,49341,107265
1978,ALABAMA,2,"WILLIAM L ""BILL"" DICKINSON",REPUBLICAN,57924,107265
1978,ALABAMA,3,BILL NICHOLS,DEMOCRAT,74895,74897
1978,ALABAMA,3,WRITEIN,,2,74897
1978,ALABAMA,4,TOM BEVILL,DEMOCRAT,87380,87381
1978,ALABAMA,4,WRITEIN,,1,87381
1978,ALABAMA,5,HARVEY NICHOLAS CRUMHORN,LIBERTARIAN,2250,71236
1978,ALABAMA,5,RONNIE G FLIPPO,DEMOCRAT,68985,71236
1978,ALABAMA,5,WRITEIN,,1,71236
1978,ALABAMA,6,DON HAWKINS,DEMOCRAT,40771,106471
1978,ALABAMA,6,JOHN H BUCHANAN JR,REPUBLICAN,65700,106471
1978,ALABAMA,7,FULTON GRAY,CONSERVATIVE,3285,82868
1978,ALABAMA,7,JIM SCRUGGS,REPUBLICAN,1841,82868
1978,ALABAMA,7,RICHARD C SHELBY,DEMOCRAT,77742,82868
1978,ALASKA,0,DON YOUNG,REPUBLICAN,68811,124187
1978,ALASKA,0,PATRICK RODEY,DEMOCRAT,55176,124187
1978,ALASKA,0,WRITEIN,,200,124187
1978,ARIZONA,1,JOHN J RHODES,REPUBLICAN,81108,114286
1978,ARIZONA,1,KEN GRAVES,DEMOCRAT,33178,114286
1978,ARIZONA,2,BETSY MCDONALD,SOCIALIST WORKERS,1220,129197
1978,ARIZONA,2,JOE BACH,LIBERTARIAN,1402,129197
1978,ARIZONA,2,MORRIS K UDALL,DEMOCRAT,67878,129197
1978,ARIZONA,2,TOM RICHEY,REPUBLICAN,58697,129197
1978,ARIZONA,3,BOB STUMP,DEMOCRAT,111850,131663
1978,ARIZONA,3,KATHLEEN COOKE,LIBERTARIAN,19813,131663
1978,ARIZONA,4,ELDON RUDD,REPUBLICAN,90768,143836
1978,ARIZONA,4,LAWRENCE W JEROME,LIBERTARIAN,4407,143836
1978,ARIZONA,4,MICHAEL MCCORMICK,DEMOCRAT,48661,143836
1978,ARKANSAS,1,BILL ALEXANDER,DEMOCRAT,1,1
1978,ARKANSAS,2,BENTON DOUGLAS BRANDON JR,DEMOCRAT,62140,127425
1978,ARKANSAS,2,EDWIN R BETHUNE JR,REPUBLICAN,65285,127425
1978,ARKANSAS,3,JOHN PAUL HAMMERSCHMIDT,REPUBLICAN,130086,165834
1978,ARKANSAS,3,WILLIAM CURTIS MEARS,DEMOCRAT,35748,165834
1978,ARKANSAS,4,BERYL ANTHONY JR,DEMOCRAT,1,1
1978,CALIFORNIA,1,HAROLD T JOHNSON,DEMOCRAT,125122,210812
1978,CALIFORNIA,1,JAMES E TAYLOR,REPUBLICAN,85690,210812
1978,CALIFORNIA,2,DON H CLAUSEN,REPUBLICAN,114451,220260
1978,CALIFORNIA,2,IRV SUTLEY,PEACE AND FREEDOM,6097,220260
1978,CALIFORNIA,2,NORMA BORK,DEMOCRAT,99712,220260
1978,CALIFORNIA,3,ROBERT T MATSUI,DEMOCRAT,105537,197503
1978,CALIFORNIA,3,SANDY SMOLEY,REPUBLICAN,91966,197503
1978,CALIFORNIA,4,REX HIME,REPUBLICAN,70733,158497
1978,CALIFORNIA,4,VIC FAZIO,DEMOCRAT,87764,158497
1978,CALIFORNIA,5,DOLORES SKORE,REPUBLICAN,52603,158649
1978,CALIFORNIA,5,JOHN L BURTON,DEMOCRAT,106046,158649
1978,CALIFORNIA,6,PHILLIP BURTON,DEMOCRAT,81801,119768
1978,CALIFORNIA,6,RAYMOND O HEAPS,AMERICAN INDEPENDENT,4452,119768
1978,CALIFORNIA,6,TOM SPINOSA,REPUBLICAN,33515,119768
1978,CALIFORNIA,7,GEORGE MILLER,DEMOCRAT,109676,172865
1978,CALIFORNIA,7,MELVIN E STANLEY,AMERICAN INDEPENDENT,4857,172865
1978,CALIFORNIA,7,PAULA GORDON,REPUBLICAN,58332,172865
1978,CALIFORNIA,8,CHARLES V HUGHES,REPUBLICAN,70481,165305
1978,CALIFORNIA,8,RONALD V DELLUMS,DEMOCRAT,94824,165305
1978,CALIFORNIA,9,FORTNEY H STARK JR,DEMOCRAT,88179,134879
1978,CALIFORNIA,9,LAWRENCE J PHILLIPS,PEACE AND FREEDOM,5562,134879
1978,CALIFORNIA,9,ROBERT S ALLEN,REPUBLICAN,41138,134879
1978,CALIFORNIA,10,DON EDWARDS,DEMOCRAT,84488,125862
1978,CALIFORNIA,10,RUDY HANSEN,REPUBLICAN,41374,125862
1978,CALIFORNIA,11,DAVE WELCH,REPUBLICAN,54621,153464
1978,CALIFORNIA,11,LEO J RYAN,DEMOCRAT,92882,153464
1978,CALIFORNIA,11,NICHOLAS WAEIL KUDROVZEFF,AMERICAN INDEPENDENT,5961,153464
1978,CALIFORNIA,12,ADELE FUMINO,PEACE AND FREEDOM,3022,160085
1978,CALIFORNIA,12,HAROLD R BOYLAN,AMERICAN INDEPENDENT,5609,160085
1978,CALIFORNIA,12,KIRSTEN OLSEN,DEMOCRAT,34472,160085
1978,CALIFORNIA,12,PAUL N MCCLOSKEY JR,REPUBLICAN,116982,160085
1978,CALIFORNIA,13,DAN O'KEEFE,REPUBLICAN,69306,175361
1978,CALIFORNIA,13,NORMAN Y MINETA,DEMOCRAT,100809,175361
1978,CALIFORNIA,13,ROBERT GOLDSBOROUGH III,PEACE AND FREEDOM,5246,175361
1978,CALIFORNIA,14,GEORGE DAROLD WALDRON,AMERICAN INDEPENDENT,7163,179727
1978,CALIFORNIA,14,JOHN J MCFALL,DEMOCRAT,76602,179727
1978,CALIFORNIA,14,NORMAN D SHUMWAY,REPUBLICAN,95962,179727
1978,CALIFORNIA,15,CHRIS PATTERAKIS,REPUBLICAN,49914,125126
1978,CALIFORNIA,15,TONY COELHO,DEMOCRAT,75212,125126
1978,CALIFORNIA,16,ERIC SEASTRAND,REPUBLICAN,65808,170358
1978,CALIFORNIA,16,LEON E PANETTA,DEMOCRAT,104550,170358
1978,CALIFORNIA,17,CHARLES PASHAYAN JR,REPUBLICAN,81296,149181
1978,CALIFORNIA,17,JOHN KREBS,DEMOCRAT,67885,149181
1978,CALIFORNIA,18,BOB SOGGE,DEMOCRAT,58900,144563
1978,CALIFORNIA,18,WILLIAM M THOMAS,REPUBLICAN,85663,144563
1978,CALIFORNIA,19,JERRY ZAMOS,DEMOCRAT,41672,171751
1978,CALIFORNIA,19,MILTON SHIRO TAKEI,PEACE AND FREEDOM,6887,171751
1978,CALIFORNIA,19,ROBERT J LAGOMARSINO,REPUBLICAN,123192,171751
1978,CALIFORNIA,20,BARRY M GOLDWATER,REPUBLICAN,129714,195409
1978,CALIFORNIA,20,PAT LEAR,DEMOCRAT,65695,195409
1978,CALIFORNIA,21,BILL HILL,PEACE AND FREEDOM,5750,124138
1978,CALIFORNIA,21,JAMES C CORMAN,DEMOCRAT,73869,124138
1978,CALIFORNIA,21,ROD WALSH,REPUBLICAN,44519,124138
1978,CALIFORNIA,22,CARLOS J MOORHEAD,REPUBLICAN,99502,153944
1978,CALIFORNIA,22,ROBERT S HENRY,DEMOCRAT,54442,153944
1978,CALIFORNIA,23,ANTHONY C BEILENSON,DEMOCRAT,117498,178994
1978,CALIFORNIA,23,JOSEPH BARBARA,REPUBLICAN,61496,178994
1978,CALIFORNIA,24,HENRY A WAXMAN,DEMOCRAT,85075,135771
1978,CALIFORNIA,24,HOWARD G SCHAEFER,REPUBLICAN,44243,135771
1978,CALIFORNIA,24,KEVIN CASEY PETERS,PEACE AND FREEDOM,6453,135771
1978,CALIFORNIA,25,EDWARD R ROYBAL,DEMOCRAT,45881,68086
1978,CALIFORNIA,25,ROBERT K WATSON,REPUBLICAN,22205,68086
1978,CALIFORNIA,26,JOHN H ROUSSELOT,REPUBLICAN,113059,113059
1978,CALIFORNIA,27,CAREY PEEK,DEMOCRAT,85880,175272
1978,CALIFORNIA,27,ROBERT K DORNAN,REPUBLICAN,89392,175272
1978,CALIFORNIA,28,JULIAN C DIXON,DEMOCRAT,97592,97592
1978,CALIFORNIA,29,AUGUSTUS G HAWKINS,DEMOCRAT,65214,76726
1978,CALIFORNIA,29,URIAH J FIELDS,REPUBLICAN,11512,76726
1978,CALIFORNIA,30,GEORGE E DANIELSON,DEMOCRAT,66241,92752
1978,CALIFORNIA,30,HENRY ARES,REPUBLICAN,26511,92752
1978,CALIFORNIA,31,CHARLES H WILSON,DEMOCRAT,55667,82157
1978,CALIFORNIA,31,DON GRIMSHAW,REPUBLICAN,26490,82157
1978,CALIFORNIA,32,GLENN M ANDERSON,DEMOCRAT,74004,103609
1978,CALIFORNIA,32,IDA BADER,AMERICAN INDEPENDENT,6363,103609
1978,CALIFORNIA,32,SONYA MATHISON,REPUBLICAN,23242,103609
1978,CALIFORNIA,33,DENNIS S KAZARIAN,DEMOCRAT,62540,142073
1978,CALIFORNIA,33,WAYNE GRISHAM,REPUBLICAN,79533,142073
1978,CALIFORNIA,34,DAN LUNGREN,REPUBLICAN,90554,168572
1978,CALIFORNIA,34,LAWRENCE JOHN STAFFORD,AMERICAN INDEPENDENT,4410,168572
1978,CALIFORNIA,34,MARK HANNAFORD,DEMOCRAT,73608,168572
1978,CALIFORNIA,35,DAVID DREIER,REPUBLICAN,68442,148830
1978,CALIFORNIA,35,JIM LLOYD,DEMOCRAT,80388,148830
1978,CALIFORNIA,36,DANA WARREN CARMODY,REPUBLICAN,47417,127865
1978,CALIFORNIA,36,GEORGE E BROWN JR,DEMOCRAT,80448,127865
1978,CALIFORNIA,37,BERNARD WAHL,AMERICAN INDEPENDENT,6544,173588
1978,CALIFORNIA,37,DAN CORCORAN,DEMOCRAT,60463,173588
1978,CALIFORNIA,37,JERRY LEWIS,REPUBLICAN,106581,173588
1978,CALIFORNIA,38,DAN GOEDEKE,REPUBLICAN,53298,128769
1978,CALIFORNIA,38,JERRY M PATTERSON,DEMOCRAT,75471,128769
1978,CALIFORNIA,39,WILLIAM E DANNEMEYER,REPUBLICAN,112160,176051
1978,CALIFORNIA,39,WILLIAM E FARRIS,DEMOCRAT,63891,176051
1978,CALIFORNIA,40,JIM MCGUY,DEMOCRAT,76358,224240
1978,CALIFORNIA,40,ROBERT E BADHAM,REPUBLICAN,147882,224240
1978,CALIFORNIA,41,BOB WILSON,REPUBLICAN,107685,185225
1978,CALIFORNIA,41,KING GOLDEN JR,DEMOCRAT,77540,185225
1978,CALIFORNIA,42,LAWRENCE C MATTERA,REPUBLICAN,30319,115445
1978,CALIFORNIA,42,LIONEL VAN DEERLIN,DEMOCRAT,85126,115445
1978,CALIFORNIA,43,CLAIR W BURGENER,REPUBLICAN,167150,243458
1978,CALIFORNIA,43,RUBEN B BROOKS,DEMOCRAT,76308,243458
1978,COLORADO,1,GENE HUTCHESON,REPUBLICAN,49845,134630
1978,COLORADO,1,PAT SCHROEDER,DEMOCRAT,82742,134630
1978,COLORADO,1,SUSAN LORRAINE,SOCIALIST WORKERS,2043,134630
1978,COLORADO,2,ED SCOTT,REPUBLICAN,88072,186961
1978,COLORADO,2,TIM WIRTH,DEMOCRAT,98889,186961
1978,COLORADO,3,HAROLD L MCCORMICK,REPUBLICAN,69303,141442
1978,COLORADO,3,HENRY JOHN OLSHAW,INDEPENDENT,2470,141442
1978,COLORADO,3,RAY KOGOVSEK,DEMOCRAT,69669,141442
1978,COLORADO,4,"JAMES P ""JIM"" JOHNSON",REPUBLICAN,103121,168542
1978,COLORADO,4,MORGAN SMITH,DEMOCRAT,65421,168542
1978,COLORADO,5,GERRY FRANK,DEMOCRAT,52914,153780
1978,COLORADO,5,KEN KRAMER,REPUBLICAN,91933,153780
1978,COLORADO,5,L W DAN BRIDGES,INDEPENDENT,8933,153780
1978,CONNECTICUT,1,BEN F ANDREWS JR,REPUBLICAN,67828,172564
1978,CONNECTICUT,1,DONNA C MCDONOUGH,UNITED STATES LABOR,1965,172564
1978,CONNECTICUT,1,WILLIAM R COTTER,DEMOCRAT,102749,172564
1978,CONNECTICUT,1,WRITEIN,,22,172564
1978,CONNECTICUT,2,CHRISTOPHER J DODD,DEMOCRAT,116624,166814
1978,CONNECTICUT,2,THOMAS HUDSON CONNELL,REPUBLICAN,50167,166814
1978,CONNECTICUT,2,WRITEIN,,23,166814
1978,CONNECTICUT,3,JOELLE R FISHMAN,COMMUNIST,3068,166587
1978,CONNECTICUT,3,JOHN G PUCCIANO,REPUBLICAN,66663,166587
1978,CONNECTICUT,3,ROBERT N GIAIMO,DEMOCRAT,96830,166587
1978,CONNECTICUT,3,WRITEIN,,26,166587
1978,CONNECTICUT,4,MICHAEL G MORGAN,DEMOCRAT,59918,143919
1978,CONNECTICUT,4,STEWART B MCKINNEY,REPUBLICAN,83990,143919
1978,CONNECTICUT,4,WRITEIN,,11,143919
1978,CONNECTICUT,5,GEORGE C GUIDERA,REPUBLICAN,88162,184913
1978,CONNECTICUT,5,WILLIAM R RATCHFORD,DEMOCRAT,96738,184913
1978,CONNECTICUT,5,WRITEIN,,13,184913
1978,CONNECTICUT,6,ANTHONY TOBY MOFFETT,DEMOCRAT,119537,186224
1978,CONNECTICUT,6,DANIEL F MACKINNON,REPUBLICAN,66664,186224
1978,CONNECTICUT,6,WRITEIN,,23,186224
1978,DELAWARE,0,GARY E HINDES,DEMOCRAT,64863,157566
1978,DELAWARE,0,JAMES E HICKS,AMERICAN INDEPENDENT,1014,157566
1978,DELAWARE,0,THOMAS B EVANS JR,REPUBLICAN,91689,157566
1978,FLORIDA,1,EARL DEWITT HUTTO,DEMOCRAT,85608,135323
1978,FLORIDA,1,WARREN BRIGGS,REPUBLICAN,49715,135323
1978,FLORIDA,2,DON FUQUA,DEMOCRAT,112649,137797
1978,FLORIDA,2,PETE BRATHWAITE,REPUBLICAN,25148,137797
1978,FLORIDA,3,CHARLES E BENNETT,DEMOCRAT,1,1
1978,FLORIDA,4,BILL CHAPPELL JR,DEMOCRAT,113302,154949
1978,FLORIDA,4,TOM BONEY,REPUBLICAN,41647,154949
1978,FLORIDA,5,DAVID RYAN BEST,DEMOCRAT,101867,208186
1978,FLORIDA,5,RICHARD KELLY,REPUBLICAN,106319,208186
1978,FLORIDA,6,C W BILL YOUNG,REPUBLICAN,150694,191348
1978,FLORIDA,6,JIM CHRISTISON,DEMOCRAT,40654,191348
1978,FLORIDA,7,SAM M GIBBONS,DEMOCRAT,1,1
1978,FLORIDA,8,ANDY IRELAND,DEMOCRAT,1,1
1978,FLORIDA,9,BILL NELSON,DEMOCRAT,89543,145617
1978,FLORIDA,9,EDWARD J GURNEY,REPUBLICAN,56074,145617
1978,FLORIDA,10,"L A ""SKIP"" BAFALIS",REPUBLICAN,1,1
1978,FLORIDA,11,BILL JAMES,REPUBLICAN,99757,223103
1978,FLORIDA,11,DAN MICA,DEMOCRAT,123346,223103
1978,FLORIDA,12,EDWARD J STACK,DEMOCRAT,107037,173647
1978,FLORIDA,12,J HERBERT BURKE,REPUBLICAN,66610,173647
1978,FLORIDA,13,WILLIAM LEHMAN,DEMOCRAT,1,1
1978,FLORIDA,14,AL CARDENAS,REPUBLICAN,38081,103283
1978,FLORIDA,14,CLAUDE PEPPER,DEMOCRAT,65202,103283
1978,FLORIDA,15,DANTE B FASCELL,DEMOCRAT,108837,146734
1978,FLORIDA,15,HERBERT J HOODWIN,REPUBLICAN,37897,146734
1978,GEORGIA,1,BO GINN,DEMOCRAT,36961,36962
1978,GEORGIA,1,WRITEIN,,1,36962
1978,GEORGIA,2,DAWSON MATHIS,DEMOCRAT,42234,42236
1978,GEORGIA,2,WRITEIN,,2,42236
1978,GEORGIA,3,JACK BRINKLEY,DEMOCRAT,54881,54882
1978,GEORGIA,3,WRITEIN,,1,54882
1978,GEORGIA,4,ELLIOTT H LEVITAS,DEMOCRAT,60284,74513
1978,GEORGIA,4,HOMER CHEUNG,REPUBLICAN,14221,74513
1978,GEORGIA,4,WRITEIN,,8,74513
1978,GEORGIA,5,THOMAS P BOWLES JR,REPUBLICAN,17132,69875
1978,GEORGIA,5,WRITEIN,,4,69875
1978,GEORGIA,5,WYCHE FOWLER JR,DEMOCRAT,52739,69875
1978,GEORGIA,6,NEWTON LEROY GINGRICH,REPUBLICAN,47078,86540
1978,GEORGIA,6,VIRGINIA SHAPARD,DEMOCRAT,39451,86540
1978,GEORGIA,6,WRITEIN,,11,86540
1978,GEORGIA,7,EARNEST NORSWORTHY,REPUBLICAN,23698,70826
1978,GEORGIA,7,LARRY P MCDONALD,DEMOCRAT,47090,70826
1978,GEORGIA,7,WRITEIN,,38,70826
1978,GEORGIA,8,BILLY LEE EVANS,DEMOCRAT,41184,41193
1978,GEORGIA,8,WRITEIN,,9,41193
1978,GEORGIA,9,DAVID G ASHWORTH,REPUBLICAN,14172,61437
1978,GEORGIA,9,ED JENKINS,DEMOCRAT,47264,61437
1978,GEORGIA,9,WRITEIN,,1,61437
1978,GEORGIA,10,DOUG BARNARD,DEMOCRAT,50122,50130
1978,GEORGIA,10,WRITEIN,,8,50130
1978,HAWAII,1,"CECIL ""CEE"" HEFTEL",DEMOCRAT,84552,115412
1978,HAWAII,1,DEBRA FIGUEROA,ALOHA DEMOCRATIC,2095,115412
1978,HAWAII,1,PETER DAVID LARSEN,LIBERTARIAN,4295,115412
1978,HAWAII,1,WILLIAM D SPILLANE,REPUBLICAN,24470,115412
1978,HAWAII,2,AMELIA L FRITTS,LIBERTARIAN,3988,137957
1978,HAWAII,2,CHARLIE ISAAK,REPUBLICAN,15697,137957
1978,HAWAII,2,DANIEL K AKAKA,DEMOCRAT,118272,137957
1978,IDAHO,1,ROY TRUBY,DEMOCRAT,57972,144652
1978,IDAHO,1,STEVEN D SYMMS,REPUBLICAN,86680,144652
1978,IDAHO,2,GEORGE HANSEN,REPUBLICAN,80591,140631
1978,IDAHO,2,STAN KRESS,DEMOCRAT,60040,140631
1978,ILLINOIS,1,A A RAYNER,REPUBLICAN,33540,81279
1978,ILLINOIS,1,BENNETT M STEWART,DEMOCRAT,47581,81279
1978,ILLINOIS,1,WRITEIN,,158,81279
1978,ILLINOIS,2,CARL STANLEY HOLMES,INDEPENDENT,2064,94077
1978,ILLINOIS,2,JAMES P WOGNUM,REPUBLICAN,11104,94077
1978,ILLINOIS,2,MORGAN F MURPHY,DEMOCRAT,80906,94077
1978,ILLINOIS,2,WRITEIN,,3,94077
1978,ILLINOIS,3,MARTIN A RUSSO,DEMOCRAT,95701,146800
1978,ILLINOIS,3,ROBERT L DUNNE,REPUBLICAN,51098,146800
1978,ILLINOIS,3,WRITEIN,,1,146800
1978,ILLINOIS,4,ANDREW THOMAS,DEMOCRAT,46788,141229
1978,ILLINOIS,4,EDWARD J DERWINSKI,REPUBLICAN,94435,141229
1978,ILLINOIS,4,WRITEIN,,6,141229
1978,ILLINOIS,5,JOHN G FARY,DEMOCRAT,98702,117506
1978,ILLINOIS,5,JOSEPH A BARRACCA,REPUBLICAN,18802,117506
1978,ILLINOIS,5,WRITEIN,,2,117506
1978,ILLINOIS,6,HENRY J HYDE,REPUBLICAN,87193,131737
1978,ILLINOIS,6,JEANNE P QUINN,DEMOCRAT,44543,131737
1978,ILLINOIS,6,WRITEIN,,1,131737
1978,ILLINOIS,7,CARDISS COLLINS,DEMOCRAT,64716,74989
1978,ILLINOIS,7,JAMES C HOLT,REPUBLICAN,10273,74989
1978,ILLINOIS,8,CARL C LODICO,REPUBLICAN,13302,94762
1978,ILLINOIS,8,DAN ROSTENKOWSKI,DEMOCRAT,81457,94762
1978,ILLINOIS,8,WRITEIN,,3,94762
1978,ILLINOIS,9,JOHN M COLLINS,REPUBLICAN,28673,116217
1978,ILLINOIS,9,SIDNEY R YATES,DEMOCRAT,87543,116217
1978,ILLINOIS,9,WRITEIN,,1,116217
1978,ILLINOIS,10,ABNER J MIKVA,DEMOCRAT,89479,178309
1978,ILLINOIS,10,JOHN E PORTER,REPUBLICAN,88829,178309
1978,ILLINOIS,10,WRITEIN,,1,178309
1978,ILLINOIS,11,FRANK ANNUNZIO,DEMOCRAT,112365,152412
1978,ILLINOIS,11,JOHN HOEGER,REPUBLICAN,40044,152412
1978,ILLINOIS,11,WRITEIN,,3,152412
1978,ILLINOIS,12,GILBERT BOGEN,DEMOCRAT,28424,138935
1978,ILLINOIS,12,PHILIP M CRANE,REPUBLICAN,110503,138935
1978,ILLINOIS,12,WRITEIN,,8,138935
1978,ILLINOIS,13,FREDERICK J STEFFEN,DEMOCRAT,40675,104738
1978,ILLINOIS,13,ROBERT M MCCLORY,REPUBLICAN,64060,104738
1978,ILLINOIS,13,WRITEIN,,3,104738
1978,ILLINOIS,14,JAMES A ROMANYAK,DEMOCRAT,39438,158179
1978,ILLINOIS,14,JOHN N ERLENBORN,REPUBLICAN,118741,158179
1978,ILLINOIS,15,TIM L HALL,DEMOCRAT,48756,129612
1978,ILLINOIS,15,TOM CORCORAN,REPUBLICAN,80856,129612
1978,ILLINOIS,16,ERNEST W DAHLIN,DEMOCRAT,40471,117309
1978,ILLINOIS,16,JOHN B ANDERSON,REPUBLICAN,76752,117309
1978,ILLINOIS,16,WRITEIN,,86,117309
1978,ILLINOIS,17,CLIFFORD J SINCLAIR,DEMOCRAT,39260,133635
1978,ILLINOIS,17,GEORGE M O'BRIEN,REPUBLICAN,94375,133635
1978,ILLINOIS,18,ROBERT H MICHEL,REPUBLICAN,85973,130514
1978,ILLINOIS,18,VIRGIL R GRUNKMEYER,DEMOCRAT,44527,130514
1978,ILLINOIS,18,WRITEIN,,14,130514
1978,ILLINOIS,19,TOM RAILSBACK,REPUBLICAN,89770,89790
1978,ILLINOIS,19,WRITEIN,,20,89790
1978,ILLINOIS,20,PAUL FINDLEY,REPUBLICAN,111054,159480
